,score,anime_id,type,source,episodes,rating,scored_by,members,favorites,studio,genre,duration_min,aired_from_year
3711,353,3493,4,6,1,3,4094,4817,80,3,476,55,58
3712,202,5779,5,9,0,3,866,2947,7,461,2930,54,65
3713,456,3635,5,6,12,3,4623,5473,1028,634,2123,53,59
3714,273,1259,5,6,12,3,2850,3915,100,606,2130,55,54
3715,209,1344,5,9,28,3,213,738,1,696,620,43,49
3716,401,4261,4,4,4,2,4550,5136,404,431,38,52,60
3717,267,1415,3,9,1,5,654,930,2,28,855,81,34
3718,257,5835,2,9,26,3,11,111,1,114,1398,46,63
3719,385,1035,5,6,23,3,3162,4295,458,650,80,56,18
3720,325,1776,3,13,2,6,1845,2554,66,595,2439,61,53
3721,251,6396,5,6,12,3,2242,3578,22,433,1998,43,65
3722,145,1825,3,5,1,4,1201,1538,5,50,1501,76,34
3723,264,1299,3,6,1,5,1088,1597,6,306,1067,81,36
3724,267,2831,0,9,1,0,402,882,2,639,1616,61,43
3725,354,245,5,6,24,3,3178,3885,246,215,1145,56,48
3726,246,4263,4,9,1,4,1388,1875,3,13,2548,55,60
3727,384,2303,5,6,12,4,4490,5392,868,20,1176,54,55
3728,242,5480,2,6,1,3,441,865,1,417,1,12,60
3729,321,5912,5,6,12,4,3921,4710,247,337,95,55,64
3730,310,3374,5,5,12,3,3661,4497,184,82,2262,55,58
3731,301,2136,3,13,2,6,859,1372,25,546,2439,59,54
3732,199,4731,4,9,1,0,82,124,0,444,1820,38,55
3733,204,2498,3,5,6,4,132,411,1,556,1358,58,39
3734,422,60,3,9,12,3,3633,4229,538,583,2613,55,43
3735,337,1453,0,9,1,2,2494,2987,33,639,168,111,52
3736,341,1719,3,6,1,4,984,1271,6,103,767,87,50
3737,370,2851,0,8,1,4,695,1882,28,306,2109,120,56
3738,280,6125,5,9,12,3,2111,3447,75,556,3128,55,65
3739,252,5373,5,9,12,3,3368,4472,92,455,1028,55,63
3740,338,6526,2,9,12,3,316,1215,4,1,3069,51,64
3741,348,3435,4,5,6,3,2697,3597,28,491,1934,36,58
3742,278,3681,4,6,3,5,370,1055,1,474,1888,38,58
3743,327,379,3,6,2,4,3362,3912,37,306,1380,55,52
3744,341,643,3,6,4,3,2943,3584,38,481,1711,60,53
3745,230,2252,3,6,1,6,720,1131,7,546,2439,61,54
3746,264,1551,3,9,3,6,1292,1764,26,70,1445,61,51
3747,272,1984,5,6,32,0,116,310,5,639,2975,55,33
3748,264,298,5,9,13,0,2227,2942,46,680,1740,44,50
3749,126,1717,3,6,2,5,1371,1799,21,242,1675,59,37
3750,260,5900,3,6,1,3,371,1784,10,519,1927,54,64
3751,230,4415,4,9,2,3,224,579,0,556,2508,56,47
3752,345,5303,4,6,1,3,2884,3446,29,103,436,55,62
3753,241,4034,4,9,1,0,2149,2876,14,583,1204,32,59
3754,282,6349,5,0,13,3,1131,1772,7,196,2993,34,64
3755,426,4967,5,14,13,3,4913,5735,1012,597,3122,54,63
3756,363,2149,5,6,123,3,3892,4606,641,534,656,55,55
3757,161,6368,5,5,10,3,2308,3620,24,230,2560,54,65
3758,295,1804,5,6,50,3,213,642,1,618,1013,54,30
3759,223,2025,5,4,49,2,1816,2188,26,583,1467,56,54
3760,277,2004,5,5,12,5,4535,5343,455,680,1672,55,55
3761,348,3401,2,6,12,3,4410,5143,420,612,1955,33,58
3762,271,574,3,6,3,3,977,1439,5,242,1585,61,45
3763,348,1880,0,8,1,3,3351,4094,225,417,2142,153,55
3764,341,668,0,5,1,3,2436,2983,6,221,1268,64,48
3765,361,808,5,6,24,5,2878,3793,233,182,1717,39,46
3766,324,3969,5,9,12,3,3388,4261,76,472,149,54,62
3767,355,1823,3,9,13,4,1387,1956,55,103,218,55,51
3768,236,1078,0,6,1,4,1548,2039,14,242,2503,114,41
3769,416,1764,5,8,23,0,1930,2504,46,353,1525,54,43
3770,189,3130,3,9,1,4,159,436,1,417,34,113,54
3771,337,1726,5,6,135,2,1156,2119,25,342,120,57,10
3772,254,904,5,5,13,2,834,1568,7,544,1828,55,52
3773,321,29,5,9,26,3,4361,5213,716,87,2378,55,49
3774,263,4232,4,9,3,3,2208,3014,13,639,1851,58,61
3775,399,3675,0,1,1,0,584,1019,8,369,1363,124,58
3776,283,4900,5,14,13,0,1043,1490,5,455,1756,38,62
3777,382,4164,4,6,1,3,2744,3374,22,103,3138,53,60
3778,201,4553,4,4,7,3,1290,2041,1,202,1552,33,61
3779,331,1927,5,9,13,3,2250,2885,70,417,2141,54,52
3780,347,4127,5,5,24,5,4827,5682,829,492,671,55,60
3781,265,6001,5,6,10,5,4508,5366,532,343,1918,54,64
3782,173,5911,5,6,36,0,280,805,1,358,1552,43,64
3783,262,6295,2,6,10,0,4,16,0,376,1988,32,51
3784,257,1870,5,9,52,0,270,519,5,618,1458,55,29
3785,254,2120,5,9,83,0,641,887,5,618,1220,55,17
3786,126,6505,0,9,1,3,7,65,0,352,133,124,64
3787,328,5199,4,13,5,5,3058,3676,27,2,2217,34,62
3788,384,202,5,6,12,3,4267,5164,713,392,3021,56,51
3789,199,1897,3,9,1,3,284,698,3,306,235,78,39
3790,351,4441,5,6,12,4,3609,4540,153,430,812,55,61
3791,388,6010,0,9,1,1,332,3439,56,583,864,0,65
3792,303,4278,5,6,12,3,2760,3211,17,303,1970,33,60
3793,446,6072,5,6,24,3,4212,5158,756,417,2004,55,64
3794,403,2558,5,6,89,3,4611,5365,825,639,44,54,56
3795,197,5033,4,6,1,0,76,252,3,639,2898,44,30
3796,350,30,3,6,5,3,3447,4101,234,13,1834,61,40
3797,351,3721,4,5,6,5,4373,5023,272,606,2222,35,59
3798,286,728,3,6,1,3,2683,3318,34,182,981,97,35
3799,380,5258,5,6,13,4,4765,5621,848,413,894,55,63
3800,336,5691,3,6,2,6,1109,1719,21,153,2439,47,63
3801,267,3038,5,6,74,3,40,192,1,650,1776,55,21
3802,478,1101,5,6,37,4,5034,5860,1222,306,2725,54,53
3803,274,1211,5,6,12,4,1086,1830,11,519,246,55,44
3804,275,4791,4,5,1,3,3848,4469,264,3,137,55,61
3805,384,3863,0,9,1,4,4091,4837,180,583,773,90,60
3806,178,3958,3,6,1,3,106,253,0,60,1521,74,38
3807,296,3414,0,4,1,2,2873,3362,8,358,1223,127,58
3808,296,5019,4,9,1,3,1299,1753,5,461,2588,57,62
3809,338,5710,5,9,13,3,2533,3517,132,583,2645,54,63
3810,365,655,5,6,50,3,1242,2433,48,639,3001,56,42
3811,284,518,3,9,5,3,1925,2704,37,287,1831,55,49
3812,263,2572,5,6,51,0,101,386,3,556,1792,55,33
3813,211,5341,5,9,12,3,1451,2428,11,618,1831,53,63
3814,319,2970,5,6,26,3,928,1642,13,639,219,55,15
3815,351,832,4,6,1,3,2893,3495,29,639,51,80,47
3816,384,3226,1,7,1,3,2401,2778,58,583,2627,37,57
3817,231,2870,4,13,1,5,3363,3896,30,147,2232,54,57
3818,285,5826,0,9,1,3,751,1459,2,274,2890,38,63
3819,229,4528,5,9,49,3,109,416,0,73,81,55,61
3820,327,127,3,6,3,5,2262,3082,89,193,999,76,51
3821,242,3639,4,5,6,5,912,1729,0,696,1708,41,58
3822,429,3627,0,9,1,3,4434,5262,626,572,2957,130,60
3823,360,3896,3,6,1,3,2213,2702,4,242,2993,54,60
3824,308,1780,3,13,2,6,2269,2781,65,546,2439,61,52
3825,349,1724,5,0,12,3,2081,2837,61,242,1959,55,54
3826,231,2741,5,10,12,3,2493,3192,14,306,766,54,58
3827,371,4468,5,6,25,4,1785,2631,49,639,2748,55,61
3828,477,5064,5,6,25,3,4909,5727,1076,295,429,54,63
3829,173,5132,5,9,47,0,18,301,0,264,1552,12,62
3830,249,2761,5,13,12,5,2586,3523,20,13,1409,55,57
3831,267,360,3,6,2,3,1341,1766,8,353,2012,57,49
3832,432,3520,5,5,11,4,4911,5714,925,474,2701,55,59
3833,188,6213,4,9,1,3,503,1476,2,201,1,54,64
3834,279,646,5,6,12,3,2135,2874,27,552,1936,55,50
3835,336,861,5,9,26,3,2749,3398,120,13,927,55,49
3836,338,3571,0,6,1,3,1941,2820,31,639,135,43,58
3837,165,5243,5,9,12,3,2507,3371,30,452,2002,35,62
3838,223,3678,0,9,1,2,112,507,2,515,2312,94,59
3839,316,2051,5,6,24,4,3094,3958,85,202,1056,54,55
3840,96,5532,2,9,3,0,375,849,2,182,767,3,59
3841,382,2403,3,5,2,4,4216,5033,545,103,2758,73,56
3842,348,452,0,5,1,3,2779,3238,25,242,1307,97,42
3843,281,1792,4,6,6,3,1047,1699,7,606,2130,36,54
3844,291,4494,5,9,13,3,3426,4569,173,502,3065,55,61
3845,292,854,5,6,25,2,1445,1957,5,639,1439,55,52
3846,299,5466,0,6,1,0,245,739,3,417,3075,59,62
3847,344,2177,5,6,12,5,4757,5570,785,471,318,54,55
3848,325,6598,3,13,0,6,418,862,1,595,2439,0,65
3849,113,6453,5,10,12,2,5,43,0,666,1467,36,64
3850,190,1536,3,9,1,3,488,762,0,13,1822,61,48
3851,349,5886,5,8,13,4,2619,3670,69,302,2490,54,64
3852,223,5681,4,14,1,3,2168,2394,7,129,1552,34,63
3853,332,1107,5,13,12,3,2918,3711,115,141,1924,54,53
3854,233,657,5,13,12,4,2295,3142,19,400,256,56,53
3855,360,5208,4,13,1,3,3662,4237,122,709,1190,40,62
3856,387,456,3,9,6,5,2823,3285,72,13,357,64,41
3857,297,1217,5,6,12,3,2229,3083,30,680,2178,54,54
3858,313,1309,5,9,25,3,220,428,0,215,1329,56,45
3859,208,5780,5,4,12,3,1214,2383,9,242,2127,54,64
3860,247,5765,4,6,2,0,112,213,0,556,3160,54,52
3861,280,2302,5,10,32,0,83,573,0,353,2469,57,33
3862,261,3694,5,8,59,2,947,2094,9,479,1839,38,59
3863,320,2809,0,8,1,3,277,737,4,353,1391,153,26
3864,280,4962,5,9,12,4,3599,4507,388,103,2410,54,62
3865,182,4716,4,10,2,3,838,1767,5,659,2265,32,61
3866,257,878,3,6,3,5,637,982,5,116,1334,61,45
3867,407,3490,5,0,12,3,2316,3020,107,474,3039,55,59
3868,270,1197,3,13,4,5,2236,2924,28,461,528,61,53
3869,383,761,4,6,1,3,4008,4509,131,639,1277,78,37
3870,341,5110,3,13,0,6,1492,2299,43,411,2439,49,62
3871,387,6211,0,9,1,3,812,2751,26,283,3135,129,64
3872,259,3394,0,6,1,3,2608,3029,33,639,2854,123,61
3873,232,6644,2,8,1,3,15,97,0,495,2105,47,64
3874,333,5937,5,5,12,3,4315,5236,377,677,589,55,64
3875,200,1608,3,5,4,3,249,705,1,74,2605,65,40
3876,257,2606,4,0,6,0,480,923,1,221,2993,38,55
3877,294,269,5,9,10,3,2784,3385,31,608,1673,54,47
3878,211,4638,5,4,12,3,2525,3822,45,491,2829,55,61
3879,237,900,5,0,24,3,469,872,1,519,1998,37,45
3880,127,1720,3,6,2,5,146,352,0,358,1154,59,42
3881,268,4218,5,0,62,0,58,170,1,159,1818,56,39
3882,195,3692,5,6,26,0,1371,2195,9,233,1552,33,59
3883,125,4818,2,9,6,0,30,92,0,136,1552,33,61
3884,417,1472,5,1,75,0,2074,2595,239,631,1263,55,37
3885,245,3071,5,4,10,0,203,589,0,136,282,34,57
3886,230,1759,5,11,45,2,590,891,4,655,2266,36,21
3887,298,6038,4,14,1,3,1857,2857,24,461,426,54,64
3888,303,258,3,6,4,4,2615,3258,77,639,472,61,38
3889,351,582,5,6,93,3,2994,3981,233,594,50,55,52
3890,133,6013,5,9,12,3,1782,3531,15,519,1151,56,64
3891,255,5985,5,8,12,4,2699,3907,60,242,2752,55,64
3892,381,3001,2,6,1,3,2898,3493,135,60,1994,57,57
3893,368,2075,5,5,12,3,4849,5612,586,242,174,55,55
3894,300,1326,0,6,1,3,1005,1497,4,519,955,126,33
3895,315,803,0,1,1,0,1623,2386,16,374,2643,94,29
3896,316,3601,5,9,12,3,2734,3451,11,680,393,55,59
3897,461,3983,5,6,25,4,5033,5859,1219,679,820,55,60
3898,310,589,5,6,12,0,1567,2296,55,519,2993,43,53
3899,81,5633,2,9,1,3,225,359,0,349,1796,28,62
3900,267,3795,4,9,1,3,1673,1950,4,417,2834,41,59
3901,347,5311,5,6,12,3,3455,4545,249,242,1969,54,63
3902,431,5667,3,5,1,3,4143,4818,196,701,1921,54,63
3903,386,3088,4,9,2,3,4669,5394,313,389,461,58,57
3904,338,6171,3,6,1,5,1970,2786,36,680,1669,43,64
3905,271,874,3,6,6,5,1326,1994,26,639,924,83,35
3906,272,6367,5,13,12,3,1507,2798,45,530,1324,54,65
3907,210,941,3,6,1,5,1369,1896,10,312,1179,81,45
3908,346,5115,5,13,25,3,3791,4721,313,677,490,54,62
3909,344,4917,5,6,10,4,2694,3824,41,417,2587,55,62
3910,237,1700,3,5,12,4,131,461,1,556,951,59,36
3911,460,22,0,9,1,5,4889,5645,1114,188,2903,118,44
3912,112,5278,2,6,1,0,63,210,1,402,1874,35,62
3913,369,1605,3,6,8,4,1269,1658,6,556,2553,61,36
3914,249,1384,3,6,1,4,837,1184,1,556,2502,81,34
3915,280,2536,5,9,39,0,1357,2584,12,227,2959,55,56
3916,333,2200,4,6,1,3,922,1314,0,519,920,55,44
3917,273,797,3,6,1,5,1967,2369,38,306,2150,77,39
3918,227,2982,0,6,1,3,56,358,0,242,1272,73,45
3919,146,1345,3,9,1,0,1020,1195,1,240,2165,39,48
3920,332,6325,5,0,12,3,2248,4173,66,351,2993,54,65
3921,242,4562,5,6,20,2,114,507,0,147,2989,33,60
3922,242,1930,0,6,1,3,77,308,0,639,440,70,32
3923,279,1311,0,6,1,3,3851,4274,59,534,1252,132,51
3924,281,2939,5,1,52,0,364,701,4,342,1280,56,19
3925,323,2602,0,6,1,0,809,1085,4,479,2882,127,42
3926,305,1382,3,6,1,4,1221,1704,5,556,2078,86,38
3927,186,1238,3,5,1,4,537,879,0,242,752,76,40
3928,363,3916,5,9,13,3,3155,3952,396,461,873,54,60
3929,416,47,5,0,26,3,4643,5493,1020,242,3037,55,49
3930,232,4448,5,4,13,4,4031,4923,119,202,160,55,61
3931,315,2497,5,6,64,0,265,1019,16,639,1295,56,15
3932,308,2104,5,6,20,3,352,833,6,618,2470,53,32
3933,450,915,5,8,24,5,4884,5729,1170,202,1910,55,53
3934,232,1068,3,6,2,4,1347,1843,17,242,473,69,36
3935,353,3305,4,6,1,3,3737,4379,125,242,1962,43,57
3936,275,3117,3,13,2,6,1062,1705,27,411,2439,61,57
3937,317,4018,3,13,2,6,1266,1833,22,411,2439,60,60
3938,452,4864,5,13,13,4,4910,5692,1008,709,1190,54,62
3939,166,4524,5,9,10,0,118,694,5,692,2627,71,61
3940,216,4718,5,9,52,0,146,246,0,444,1807,35,54
3941,345,1572,5,10,13,3,1238,1746,39,628,239,54,46
3942,351,1836,5,6,151,0,484,1022,24,479,1998,56,49
3943,253,4078,5,6,12,5,4163,4974,125,437,1707,54,61
3944,235,837,3,8,3,3,536,1150,2,242,2836,61,43
3945,283,5945,3,10,2,3,641,1809,5,295,2935,56,64
3946,241,2788,4,6,1,3,975,1552,2,182,1552,34,56
3947,80,2513,5,9,141,0,15,173,1,3,1807,41,53
3948,282,2895,3,13,2,6,1253,1871,19,593,2439,61,57
3949,285,4924,2,6,33,3,33,182,0,350,3151,43,60
3950,352,3718,5,9,13,3,4082,4990,403,389,2671,55,59
3951,445,3182,4,6,1,3,2591,3348,35,583,361,42,57
3952,260,1220,5,9,26,3,496,1698,6,515,1398,56,54
3953,276,6217,2,14,10,1,14,25,0,225,3130,38,60
3954,299,1704,5,6,51,0,1630,1953,34,430,1207,56,43
3955,306,4778,5,2,51,2,444,1128,15,80,647,53,62
3956,430,2590,3,6,13,3,3805,4442,508,597,208,55,56
3957,459,6430,4,6,2,3,2037,2852,22,489,3138,54,64
3958,212,6459,2,6,1,0,1105,1823,0,673,2759,24,64
3959,338,1290,5,13,14,4,3378,4389,232,21,721,55,54
3960,319,5317,3,13,1,6,1213,2071,26,411,2439,62,63
3961,371,2350,5,10,24,4,3953,4999,727,320,121,55,55
3962,362,2420,3,6,1,3,3093,3692,19,639,593,64,55
3963,276,343,3,9,1,3,406,716,1,306,1305,68,52
3964,274,2932,4,6,1,5,2020,2706,11,474,1199,55,57
3965,238,2933,4,8,1,0,144,331,0,534,676,56,34
3966,106,4964,3,10,1,2,173,518,0,506,2580,36,62
3967,43,6574,2,11,1,2,25,40,0,639,1811,36,64
3968,387,51,5,5,24,4,4841,5674,1005,202,837,55,49
3969,369,1990,4,9,4,2,1945,2306,2,103,3054,57,52
3970,209,4442,5,6,48,2,37,311,0,158,2300,40,61
3971,198,1436,3,6,1,3,28,220,0,306,2812,61,40
3972,350,412,5,0,26,0,1949,2414,59,325,2993,36,52
3973,365,4848,5,5,12,3,4853,5676,830,396,154,55,62
3974,291,4102,5,9,12,3,2530,3598,82,182,2576,54,62
3975,326,2079,3,6,3,3,428,853,9,650,2207,76,45
3976,284,5197,0,9,1,0,933,1770,17,201,1552,32,61
3977,243,5392,4,2,1,2,36,176,1,80,647,53,63
3978,368,6152,5,6,12,4,4767,5609,823,303,2095,55,64
3979,118,3078,3,6,1,6,162,357,0,440,2440,58,46
3980,361,4903,5,0,13,3,4429,5063,137,470,3033,34,62
3981,303,332,3,4,4,3,2595,3256,46,37,1438,61,51
3982,232,1443,3,6,2,3,623,942,3,13,1337,61,43
3983,306,1957,5,9,24,3,2006,2988,40,461,435,56,56
3984,233,173,5,13,12,3,2771,3426,28,519,318,55,51
3985,127,6390,2,9,1,0,40,49,0,331,3078,32,62
3986,237,1120,5,13,12,3,1311,2091,11,606,2420,55,53
3987,300,465,5,9,24,5,2482,3221,60,365,1230,46,46
3988,217,4227,0,6,1,2,19,76,0,639,1552,76,32
3989,311,5782,2,4,1,2,454,928,5,544,595,82,63
3990,456,4704,5,9,24,3,4491,5537,1027,389,1576,55,61
3991,226,3351,3,6,1,3,92,265,0,50,3108,76,38
3992,349,3979,3,5,1,3,3898,4478,60,145,2337,54,60
3993,306,2981,4,6,7,3,3481,4147,59,306,1552,34,56
3994,363,4064,3,5,1,5,4281,4952,215,18,2919,55,60
3995,207,3590,5,9,52,0,351,540,2,444,1807,34,52
3996,140,1096,3,9,3,3,348,664,2,68,2885,58,42
3997,427,1070,5,6,93,3,3046,3976,623,534,1631,53,43
3998,182,5603,5,9,12,3,3274,4610,154,201,1,54,64
3999,201,3252,3,6,2,5,28,188,1,65,1585,81,36
4000,157,6296,2,0,0,0,11,52,0,376,1552,20,48
4001,405,3616,5,6,12,5,4566,5445,853,677,248,55,59
4002,276,997,3,9,3,5,1583,2322,12,13,1072,61,50
4003,312,1962,5,6,13,3,3471,4278,133,519,678,54,55
4004,202,3018,4,5,1,5,1607,2189,3,680,2246,34,57
4005,374,1645,5,8,43,0,647,1068,12,353,3076,55,35
4006,247,3589,5,0,13,3,1586,2044,5,112,3044,34,59
4007,296,3002,5,13,12,3,4173,4870,423,702,1935,55,57
4008,372,1000,5,6,43,4,2325,3061,91,639,520,56,34
4009,265,6643,2,14,0,3,88,1214,5,224,1345,48,65
4010,226,5453,0,9,2,0,209,673,1,473,2989,43,63
4011,173,6575,5,6,0,4,992,2644,5,435,1007,54,65
4012,450,431,0,9,1,2,4762,5498,844,538,1433,156,33
4013,357,3346,2,5,10,3,3625,4337,72,13,2392,55,59
4014,394,1527,5,9,50,3,472,1120,20,583,2617,55,29
4015,437,5881,0,9,6,3,1257,2808,65,37,2611,78,64
4016,325,5362,0,6,1,0,214,500,2,479,1986,127,63
4017,362,3277,4,8,4,4,2085,2902,34,98,3070,56,58
4018,162,2485,3,13,3,6,278,648,3,546,2439,61,49
4019,333,1357,0,9,1,3,1656,2143,1,583,2624,128,52
4020,350,1091,0,6,1,4,1858,2268,19,633,2065,124,43
4021,165,3426,2,6,7,3,1541,2118,4,202,1957,37,58
4022,108,6637,4,13,1,3,276,552,0,506,2492,35,65
4023,381,5739,5,6,10,3,3104,3969,247,519,3003,55,64
4024,248,2457,5,6,36,0,28,165,0,639,2993,55,49
4025,33,2849,2,9,26,1,20,248,1,709,1807,33,56
4026,379,2674,5,4,12,3,3598,4352,179,417,688,55,57
4027,269,6283,5,9,0,0,59,358,3,136,2627,26,64
4028,292,5160,5,9,13,3,3290,4523,172,95,468,55,62
4029,241,6563,4,4,1,3,2097,2899,10,294,1190,63,64
4030,236,2013,3,13,3,6,753,1220,6,57,2439,55,50
4031,138,6083,0,9,1,0,80,115,0,413,3151,36,46
4032,226,5156,4,6,1,3,407,903,3,3,733,56,62
4033,218,4323,5,6,12,3,2734,3567,14,470,3013,34,61
4034,80,6111,5,9,12,0,5,66,0,597,1807,32,64
4035,316,2544,5,6,13,3,1020,1336,1,639,1019,55,53
4036,338,3770,3,5,2,3,4100,4788,85,583,653,55,59
4037,286,533,5,6,16,5,2405,2892,27,242,1697,36,46
4038,332,2625,4,13,1,3,2778,3550,16,474,2146,35,54
4039,228,5491,5,0,32,0,386,1064,9,109,3044,40,63
4040,177,6404,4,10,1,0,177,868,3,474,2989,3,64
4041,344,3065,5,5,12,4,4088,5009,393,182,887,56,58
4042,176,4573,5,5,12,3,3041,4072,29,542,2265,55,62
4043,293,1906,5,6,5,2,347,717,3,694,1803,53,51
4044,349,4847,0,6,1,4,1092,2237,8,413,794,163,62
4045,415,2029,5,6,51,3,5001,5839,1176,95,594,55,55
4046,381,4625,5,6,12,4,4665,5510,919,295,3118,55,62
4047,409,160,0,6,1,3,4044,4566,223,519,279,136,48
4048,112,1175,3,9,1,6,4203,4810,718,582,2463,65,53
4049,388,3804,5,6,13,3,3315,4082,64,701,1972,55,60
4050,428,159,5,6,13,3,4170,4733,303,397,280,54,46
4051,154,4629,3,11,4,2,12,54,0,353,2522,41,43
4052,295,5269,5,4,13,3,3626,4836,151,3,1398,54,64
4053,285,2519,4,6,1,3,496,795,3,242,1636,56,50
4054,433,4509,5,9,11,4,4954,5785,1144,303,2737,53,61
4055,263,2128,5,8,52,3,129,481,2,139,1102,56,14
4056,317,5616,5,5,12,3,2576,3574,56,519,1827,55,64
4057,2,352,3,13,1,4,3614,3974,202,674,2925,50,52
4058,386,3560,3,13,2,6,2797,3314,183,411,2439,61,58
4059,292,5244,4,13,1,5,1375,1846,5,701,2791,59,62
4060,406,1082,0,6,1,3,3188,3686,16,597,1496,141,52
4061,317,4173,5,9,12,3,3018,4051,138,621,2146,55,61
4062,355,3831,5,5,12,3,4684,5547,573,57,1351,54,60
4063,175,2359,5,10,23,1,60,256,0,503,1552,32,48
4064,267,1251,3,5,1,5,805,1199,2,583,962,86,32
4065,245,5942,0,10,1,0,6,30,0,353,3063,51,41
4066,403,3462,0,8,1,3,2093,2884,30,417,398,136,59
4067,176,2195,3,9,1,3,490,728,4,13,1896,66,33
4068,323,2592,0,4,1,2,3601,4107,70,358,16,125,56
4069,79,4395,0,10,1,0,38,109,0,195,2522,39,6
4070,191,5291,5,4,12,3,4077,5072,225,556,1034,54,63
4071,281,2757,5,6,45,0,148,599,2,639,1537,56,18
4072,240,1563,3,13,5,6,978,1464,26,546,2439,61,49
4073,224,1610,3,6,1,4,628,985,4,306,2794,73,37
4074,298,3120,5,5,12,3,4377,5131,277,519,745,54,58
4075,246,299,5,13,13,3,704,1487,3,14,3189,55,51
4076,43,3716,1,9,1,0,190,276,1,182,3183,32,58
4077,246,6227,5,4,13,4,2693,3906,48,202,2751,54,64
4078,188,5729,2,4,3,3,106,271,0,503,467,32,63
4079,314,674,5,9,26,3,3717,4490,259,87,1359,55,53
4080,383,3749,5,6,12,5,4667,5459,811,680,1669,54,59
4081,178,2571,3,6,1,5,29,162,0,353,874,76,39
4082,268,3691,5,9,25,0,1204,1963,8,344,1955,36,59
4083,375,3461,0,4,1,0,1725,2117,15,358,2978,121,58
4084,252,2220,5,9,39,3,86,393,1,282,210,56,29
4085,464,4616,4,6,1,3,3658,4338,60,60,1530,78,61
4086,229,599,3,13,1,3,1555,2258,13,219,1609,55,51
4087,341,461,5,6,27,3,4441,5133,565,639,643,55,45
4088,384,5054,5,9,13,3,1681,2462,61,681,521,55,62
4089,344,5297,5,5,12,3,4638,5402,407,3,2921,55,63
4090,262,6091,4,6,1,3,766,1117,2,243,3175,54,64
4091,157,1189,5,6,13,3,243,635,1,152,1113,55,49
4092,444,2718,5,6,26,3,4447,5239,777,583,52,55,56
4093,393,1668,0,6,1,0,3111,4015,95,306,1493,131,54
4094,387,393,0,6,1,3,3752,4302,140,639,1279,122,52
4095,179,5920,0,9,0,0,3,39,0,264,2993,33,63
4096,325,1756,5,10,52,0,471,647,7,631,1807,55,34
4097,145,5891,4,9,1,0,9,60,0,70,2522,39,54
4098,344,1594,0,6,1,0,852,1259,20,306,1417,121,28
4099,262,6250,2,0,13,3,923,1269,0,196,1998,32,64
4100,343,1474,5,10,26,3,1628,2479,30,306,1590,55,54
4101,320,499,5,4,26,2,356,750,3,597,1398,54,50
4102,99,5552,1,7,1,2,58,75,0,341,2627,35,54
4103,351,2776,5,6,24,4,3650,4630,633,242,1370,54,57
4104,263,1568,5,10,12,5,2384,3428,64,37,1686,55,54
4105,318,1346,0,9,3,3,2157,2973,45,306,1416,47,36
4106,404,2357,5,6,26,3,1980,3046,188,14,1905,44,55
4107,234,1106,5,9,26,3,1079,2025,17,583,217,56,45
4108,216,5385,4,9,1,0,264,468,0,242,1552,33,62
4109,165,3439,5,6,4,3,58,327,0,196,1552,34,58
4110,383,6020,3,6,2,3,3659,4508,76,242,2256,56,64
4111,185,2251,3,9,1,6,546,1055,9,546,2439,49,54
4112,357,5107,0,6,1,1,1104,2914,13,413,715,151,63
4113,235,5279,3,13,2,6,980,1509,11,595,2055,52,62
4114,243,1893,5,6,47,0,127,309,1,664,3177,53,31
4115,141,1049,3,8,2,4,1406,1760,6,398,1196,71,45
4116,302,5425,5,14,12,3,4427,5328,355,155,2406,54,64
4117,460,333,5,6,100,3,4772,5616,1136,556,291,55,39
4118,325,4762,0,4,3,0,311,495,7,151,2532,38,61
4119,388,2912,5,5,24,4,4573,5415,822,696,200,55,57
4120,392,534,4,6,2,3,2969,3530,53,242,1605,53,52
4121,263,5050,5,9,13,4,2621,3519,30,652,2509,38,62
4122,292,4368,4,5,13,3,2646,3390,28,242,1552,12,60
4123,358,3719,0,1,1,4,2354,3219,60,597,510,141,59
4124,229,4732,2,9,2,0,59,120,0,444,1812,19,55
4125,405,5722,2,6,24,3,1302,2384,53,300,1177,45,63
4126,358,2487,3,6,6,5,4345,5002,222,680,1679,56,56
4127,301,5556,5,9,12,5,2787,3973,96,491,845,54,63
4128,356,4297,5,6,12,3,3943,4937,377,403,809,54,61
4129,344,1386,4,6,1,3,2848,3410,28,639,1286,73,52
4130,400,4668,3,6,1,3,3624,4245,98,417,3177,55,62
4131,300,459,0,6,1,3,1606,2140,33,657,985,134,36
4132,382,3418,3,13,6,6,3012,3830,505,126,2439,61,58
4133,357,635,3,6,2,5,2922,3433,28,397,280,58,48
4134,255,5889,3,6,1,6,901,1325,16,119,2439,47,63
4135,275,557,5,9,12,3,1891,2632,23,648,2304,53,48
4136,184,6518,4,9,7,1,193,546,1,489,1776,33,63
4137,290,1254,3,5,6,3,1305,1889,13,583,230,58,41
4138,242,422,3,8,1,4,1952,2489,22,306,1464,110,35
4139,366,4508,5,9,11,4,4851,5681,678,618,1073,54,61
4140,142,2293,3,9,1,6,341,637,4,573,2445,78,44
4141,277,2814,0,4,1,3,245,598,2,639,200,71,39
4142,216,6568,4,0,3,3,50,531,0,196,2993,33,64
4143,73,6365,2,10,12,0,260,578,0,288,2632,34,64
4144,324,1473,5,8,52,0,1149,1450,8,556,2524,56,27
4145,203,2700,2,9,6,0,687,1005,2,166,282,37,53
4146,172,6129,0,9,1,0,47,76,0,653,2041,42,61
